,name,numberOfDims,cpuCompatability,frequency,EccCompatability,wattage(watts),ModelNumber,memory_type,dim_slot_type
305,Crucial Ballistix 16 GB,2,intel,16,False,3.06,305,ddr4,DIMM
306,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,306,ddr4,DIMM
307,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,307,ddr5,DIMM
308,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,308,ddr5,DIMM
309,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,309,ddr4,DIMM
310,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,310,ddr5,DIMM
311,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,311,ddr4,DIMM
312,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,312,ddr5,DIMM
313,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,313,ddr4,DIMM
314,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,314,ddr4,DIMM
315,Crucial Ballistix 32 GB,2,intel,16,False,6.14,315,ddr5,DIMM
316,G.Skill Aegis 16 GB,2,intel,16,False,3.06,316,ddr4,DIMM
317,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,317,ddr4,DIMM
318,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,318,ddr5,DIMM
319,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,319,ddr5,DIMM
320,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,320,ddr4,DIMM
321,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,321,ddr4,DIMM
322,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,322,ddr5,DIMM
323,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,323,ddr4,DIMM
324,G.Skill Aegis 8 GB,2,intel,16,False,3.06,324,ddr4,DIMM
325,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,325,ddr4,DIMM
326,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,326,ddr5,DIMM
327,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,327,ddr5,DIMM
328,Crucial Ballistix 16 GB,2,intel,16,False,3.06,328,ddr4,DIMM
329,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,329,ddr4,DIMM
330,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,330,ddr4,DIMM
331,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,331,ddr4,DIMM
332,Crucial Ballistix 32 GB,2,intel,16,False,6.14,332,ddr5,DIMM
333,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,333,ddr4,DIMM
334,Crucial Ballistix 16 GB,2,intel,16,False,3.06,334,ddr4,DIMM
335,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,335,ddr4,DIMM
336,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,336,ddr5,DIMM
337,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,337,ddr4,DIMM
338,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,338,ddr4,DIMM
339,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,339,ddr5,DIMM
340,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,340,ddr4,DIMM
341,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,341,ddr4,DIMM
342,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,342,ddr4,DIMM
343,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,343,ddr4,DIMM
344,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,344,ddr4,DIMM
345,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,345,ddr5,DIMM
346,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,346,ddr5,DIMM
347,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,347,ddr4,DIMM
348,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,348,ddr4,DIMM
349,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,349,ddr4,DIMM
350,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,350,ddr4,DIMM
351,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,351,ddr5,DIMM
352,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,352,ddr5,DIMM
353,Corsair Vengeance 16 GB,2,intel,9,False,3.06,353,ddr4,DIMM
354,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,354,ddr4,DIMM
355,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,355,ddr5,DIMM
356,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,356,ddr4,DIMM
357,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,357,ddr4,DIMM
358,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,358,ddr4,DIMM
359,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,359,ddr4,DIMM
360,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,360,ddr4,DIMM
361,Crucial Ballistix 64 GB,2,intel,16,False,6.14,361,ddr5,DIMM
362,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,362,ddr4,DIMM
363,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,363,ddr5,DIMM
364,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,364,ddr4,DIMM
365,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,365,ddr4,DIMM
366,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,366,ddr4,DIMM
367,Patriot Signature 1 GB,2,intel,6,False,6.14,367,ddr5,DIMM
368,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,368,ddr5,DIMM
369,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,369,ddr4,DIMM
370,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,370,ddr5,DIMM
371,G.Skill Aegis 4 GB,2,intel,15,False,6.14,371,ddr5,DIMM
372,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,372,ddr5,DIMM
373,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,373,ddr4,DIMM
374,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,374,ddr5,DIMM
375,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,375,ddr5,DIMM
376,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,376,ddr5,DIMM
377,Crucial Ballistix 16 GB,2,intel,15,False,3.06,377,ddr4,DIMM
378,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,378,ddr5,DIMM
379,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,379,ddr4,DIMM
380,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,380,ddr4,DIMM
381,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,381,ddr5,DIMM
382,Team Elite 8 GB,4,amd,22,True,3.06,382,ddr4,DIMM
383,Crucial Ballistix 16 GB,2,intel,16,False,3.06,383,ddr4,DIMM
384,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,384,ddr5,DIMM
385,Crucial Ballistix 32 GB,2,intel,16,False,6.14,385,ddr5,DIMM
386,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,386,ddr5,DIMM
387,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,387,ddr4,DIMM
388,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,388,ddr5,DIMM
389,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,389,ddr5,DIMM
390,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,390,ddr5,DIMM
391,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,391,ddr4,DIMM
392,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,392,ddr5,DIMM
393,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,393,ddr5,DIMM
394,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,394,ddr4,DIMM
395,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,395,ddr4,DIMM
396,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,396,ddr4,DIMM
397,Crucial Ballistix 16 GB,2,intel,16,False,3.06,397,ddr4,DIMM
398,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,398,ddr4,DIMM
399,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,399,ddr5,DIMM
400,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,400,ddr4,DIMM
401,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,401,ddr4,DIMM
402,Crucial Ballistix 16 GB,2,intel,16,False,3.06,402,ddr4,DIMM
403,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,403,ddr4,DIMM
404,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,404,ddr5,DIMM
405,Crucial Ballistix 16 GB,2,intel,16,False,3.06,405,ddr4,DIMM
406,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,406,ddr4,DIMM
407,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,407,ddr5,DIMM
408,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,408,ddr5,DIMM
409,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,409,ddr4,DIMM
410,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,410,ddr5,DIMM
411,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,411,ddr4,DIMM
412,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,412,ddr5,DIMM
413,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,413,ddr4,DIMM
414,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,414,ddr4,DIMM
415,Crucial Ballistix 32 GB,2,intel,16,False,6.14,415,ddr5,DIMM
416,G.Skill Aegis 16 GB,2,intel,16,False,3.06,416,ddr4,DIMM
417,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,417,ddr4,DIMM
418,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,418,ddr5,DIMM
419,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,419,ddr5,DIMM
420,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,420,ddr4,DIMM
421,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,421,ddr4,DIMM
422,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,422,ddr5,DIMM
423,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,423,ddr4,DIMM
424,G.Skill Aegis 8 GB,2,intel,16,False,3.06,424,ddr4,DIMM
425,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,425,ddr4,DIMM
426,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,426,ddr5,DIMM
427,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,427,ddr5,DIMM
428,Crucial Ballistix 16 GB,2,intel,16,False,3.06,428,ddr4,DIMM
429,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,429,ddr4,DIMM
430,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,430,ddr4,DIMM
431,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,431,ddr4,DIMM
432,Crucial Ballistix 32 GB,2,intel,16,False,6.14,432,ddr5,DIMM
433,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,433,ddr4,DIMM
434,Crucial Ballistix 16 GB,2,intel,16,False,3.06,434,ddr4,DIMM
435,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,435,ddr4,DIMM
436,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,436,ddr5,DIMM
437,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,437,ddr4,DIMM
438,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,438,ddr4,DIMM
439,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,439,ddr5,DIMM
440,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,440,ddr4,DIMM
441,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,441,ddr4,DIMM
442,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,442,ddr4,DIMM
443,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,443,ddr4,DIMM
444,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,444,ddr4,DIMM
445,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,445,ddr5,DIMM
446,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,446,ddr5,DIMM
447,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,447,ddr4,DIMM
448,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,448,ddr4,DIMM
449,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,449,ddr4,DIMM
450,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,450,ddr4,DIMM
451,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,451,ddr5,DIMM
452,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,452,ddr5,DIMM
453,Corsair Vengeance 16 GB,2,intel,9,False,3.06,453,ddr4,DIMM
454,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,454,ddr4,DIMM
455,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,455,ddr5,DIMM
456,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,456,ddr4,DIMM
457,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,457,ddr4,DIMM
458,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,458,ddr4,DIMM
459,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,459,ddr4,DIMM
460,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,460,ddr4,DIMM
461,Crucial Ballistix 64 GB,2,intel,16,False,6.14,461,ddr5,DIMM
462,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,462,ddr4,DIMM
463,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,463,ddr5,DIMM
464,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,464,ddr4,DIMM
465,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,465,ddr4,DIMM
466,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,466,ddr4,DIMM
467,Patriot Signature 1 GB,2,intel,6,False,6.14,467,ddr5,DIMM
468,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,468,ddr5,DIMM
469,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,469,ddr4,DIMM
470,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,470,ddr5,DIMM
471,G.Skill Aegis 4 GB,2,intel,15,False,6.14,471,ddr5,DIMM
472,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,472,ddr5,DIMM
473,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,473,ddr4,DIMM
474,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,474,ddr5,DIMM
475,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,475,ddr5,DIMM
476,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,476,ddr5,DIMM
477,Crucial Ballistix 16 GB,2,intel,15,False,3.06,477,ddr4,DIMM
478,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,478,ddr5,DIMM
479,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,479,ddr4,DIMM
480,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,480,ddr4,DIMM
481,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,481,ddr5,DIMM
482,Team Elite 8 GB,4,amd,22,True,3.06,482,ddr4,DIMM
483,Crucial Ballistix 16 GB,2,intel,16,False,3.06,483,ddr4,DIMM
484,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,484,ddr5,DIMM
485,Crucial Ballistix 32 GB,2,intel,16,False,6.14,485,ddr5,DIMM
486,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,486,ddr5,DIMM
487,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,487,ddr4,DIMM
488,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,488,ddr5,DIMM
489,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,489,ddr5,DIMM
490,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,490,ddr5,DIMM
491,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,491,ddr4,DIMM
492,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,492,ddr5,DIMM
493,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,493,ddr5,DIMM
494,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,494,ddr4,DIMM
495,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,495,ddr4,DIMM
496,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,496,ddr4,DIMM
497,Crucial Ballistix 16 GB,2,intel,16,False,3.06,497,ddr4,DIMM
498,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,498,ddr4,DIMM
499,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,499,ddr5,DIMM
500,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,500,ddr4,DIMM
501,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,501,ddr4,DIMM
502,Crucial Ballistix 16 GB,2,intel,16,False,3.06,502,ddr4,DIMM
503,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,503,ddr4,DIMM
504,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,504,ddr5,DIMM
505,Crucial Ballistix 16 GB,2,intel,16,False,3.06,505,ddr4,DIMM
506,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,506,ddr4,DIMM
507,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,507,ddr5,DIMM
508,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,508,ddr5,DIMM
509,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,509,ddr4,DIMM
510,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,510,ddr5,DIMM
511,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,511,ddr4,DIMM
512,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,512,ddr5,DIMM
513,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,513,ddr4,DIMM
514,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,514,ddr4,DIMM
515,Crucial Ballistix 32 GB,2,intel,16,False,6.14,515,ddr5,DIMM
516,G.Skill Aegis 16 GB,2,intel,16,False,3.06,516,ddr4,DIMM
517,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,517,ddr4,DIMM
518,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,518,ddr5,DIMM
519,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,519,ddr5,DIMM
520,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,520,ddr4,DIMM
521,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,521,ddr4,DIMM
522,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,522,ddr5,DIMM
523,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,523,ddr4,DIMM
524,G.Skill Aegis 8 GB,2,intel,16,False,3.06,524,ddr4,DIMM
525,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,525,ddr4,DIMM
526,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,526,ddr5,DIMM
527,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,527,ddr5,DIMM
528,Crucial Ballistix 16 GB,2,intel,16,False,3.06,528,ddr4,DIMM
529,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,529,ddr4,DIMM
530,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,530,ddr4,DIMM
531,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,531,ddr4,DIMM
532,Crucial Ballistix 32 GB,2,intel,16,False,6.14,532,ddr5,DIMM
533,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,533,ddr4,DIMM
534,Crucial Ballistix 16 GB,2,intel,16,False,3.06,534,ddr4,DIMM
535,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,535,ddr4,DIMM
536,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,536,ddr5,DIMM
537,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,537,ddr4,DIMM
538,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,538,ddr4,DIMM
539,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,539,ddr5,DIMM
540,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,540,ddr4,DIMM
541,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,541,ddr4,DIMM
542,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,542,ddr4,DIMM
543,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,543,ddr4,DIMM
544,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,544,ddr4,DIMM
545,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,545,ddr5,DIMM
546,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,546,ddr5,DIMM
547,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,547,ddr4,DIMM
548,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,548,ddr4,DIMM
549,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,549,ddr4,DIMM
550,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,550,ddr4,DIMM
551,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,551,ddr5,DIMM
552,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,552,ddr5,DIMM
553,Corsair Vengeance 16 GB,2,intel,9,False,3.06,553,ddr4,DIMM
554,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,554,ddr4,DIMM
555,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,555,ddr5,DIMM
556,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,556,ddr4,DIMM
557,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,557,ddr4,DIMM
558,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,558,ddr4,DIMM
559,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,559,ddr4,DIMM
560,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,560,ddr4,DIMM
561,Crucial Ballistix 64 GB,2,intel,16,False,6.14,561,ddr5,DIMM
562,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,562,ddr4,DIMM
563,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,563,ddr5,DIMM
564,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,564,ddr4,DIMM
565,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,565,ddr4,DIMM
566,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,566,ddr4,DIMM
567,Patriot Signature 1 GB,2,intel,6,False,6.14,567,ddr5,DIMM
568,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,568,ddr5,DIMM
569,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,569,ddr4,DIMM
570,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,570,ddr5,DIMM
571,G.Skill Aegis 4 GB,2,intel,15,False,6.14,571,ddr5,DIMM
572,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,572,ddr5,DIMM
573,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,573,ddr4,DIMM
574,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,574,ddr5,DIMM
575,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,575,ddr5,DIMM
576,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,576,ddr5,DIMM
577,Crucial Ballistix 16 GB,2,intel,15,False,3.06,577,ddr4,DIMM
578,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,578,ddr5,DIMM
579,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,579,ddr4,DIMM
580,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,580,ddr4,DIMM
581,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,581,ddr5,DIMM
582,Team Elite 8 GB,4,amd,22,True,3.06,582,ddr4,DIMM
583,Crucial Ballistix 16 GB,2,intel,16,False,3.06,583,ddr4,DIMM
584,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,584,ddr5,DIMM
585,Crucial Ballistix 32 GB,2,intel,16,False,6.14,585,ddr5,DIMM
586,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,586,ddr5,DIMM
587,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,587,ddr4,DIMM
588,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,588,ddr5,DIMM
589,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,589,ddr5,DIMM
590,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,590,ddr5,DIMM
591,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,591,ddr4,DIMM
592,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,592,ddr5,DIMM
593,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,593,ddr5,DIMM
594,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,594,ddr4,DIMM
595,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,595,ddr4,DIMM
596,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,596,ddr4,DIMM
597,Crucial Ballistix 16 GB,2,intel,16,False,3.06,597,ddr4,DIMM
598,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,598,ddr4,DIMM
599,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,599,ddr5,DIMM
600,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,600,ddr4,DIMM
601,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,601,ddr4,DIMM
602,Crucial Ballistix 16 GB,2,intel,16,False,3.06,602,ddr4,DIMM
603,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,603,ddr4,DIMM
604,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,604,ddr5,DIMM
605,Crucial Ballistix 16 GB,2,intel,16,False,3.06,605,ddr4,DIMM
606,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,606,ddr4,DIMM
607,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,607,ddr5,DIMM
608,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,608,ddr5,DIMM
609,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,609,ddr4,DIMM
610,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,610,ddr5,DIMM
