,name,ModelNumber,ecc_Compatability,wattage,dimm_slot,memory_type,pci_express_slot_type,quantity
365,ASRock B550 Phantom Gaming 4,1381,FALSE,125,2,1,1,2
366,Asus PRIME Z490-P,1376,FALSE,95,1,5,1,1
367,MSI MPG X570 GAMING PRO CARBON WIFI,1691,FALSE,95,2,2,3,1
368,Asus TUF GAMING B550M-PLUS (WI-FI),1686,FALSE,95,1,2,3,3
369,ASRock B560M-HDV,1911,FALSE,125,2,1,3,3
370,Asus PRIME B560-PLUS,5931,FALSE,15,1,4,2,1
371,Gigabyte X570 AORUS ELITE,5941,FALSE,15,2,3,1,1
372,Gigabyte B550 VISION D-P,1906,FALSE,125,1,2,3,3
373,MSI A320M-A PRO,5961,FALSE,15,2,1,4,2
374,MSI MPG X570 GAMING PLUS,1671,FALSE,80,2,2,1,1
375,Gigabyte Z390 AORUS PRO WIFI,5796,FALSE,17,2,2,2,1
376,MSI MEG X570 UNIFY,1666,FALSE,95,2,5,2,2
377,ASRock B450 Pro4,5791,FALSE,15,1,1,1,1
378,Gigabyte TRX40 AORUS XTREME,1681,FALSE,95,1,5,2,1
379,Gigabyte B550 AORUS PRO AC,1676,FALSE,95,2,1,3,2
380,Gigabyte B450 AORUS M,5451,FALSE,35,2,1,1,3
381,ASRock B450M Steel Legend,1661,FALSE,80,2,2,4,2
382,Gigabyte B560M DS3H,1936,FALSE,80,1,3,1,1
383,ASRock A320M-HDV R4.0,5786,FALSE,25,1,1,4,2
384,Gigabyte X570 AORUS XTREME,1651,FALSE,80,2,4,4,1
385,MSI B450-A PRO MAX,1901,FALSE,80,1,3,2,1
386,MSI B450 GAMING PRO CARBON MAX WIFI,1611,FALSE,45,2,1,2,3
387,ASRock B550M-ITX/ac,1636,FALSE,35,2,3,3,1
388,Asus ROG STRIX Z590-A GAMING WIFI,1631,FALSE,35,2,5,3,3
389,Asus ROG STRIX B560-A GAMING WIFI,1641,FALSE,35,2,4,3,3
390,Asus TUF GAMING B450M-PLUS II,1646,FALSE,35,1,1,3,1
391,MSI B560M PRO-VDH WIFI,1621,FALSE,35,2,5,2,3
392,Asus ROG Crosshair VIII Hero,5946,FALSE,65,1,1,1,1
393,MSI MPG B550 GAMING CARBON WIFI,1626,FALSE,35,1,4,4,1
394,NZXT N7 B550,5801,FALSE,4.5,2,2,2,3
395,Asus ROG Strix X570-F Gaming,1616,FALSE,35,1,3,2,2
396,MSI Z590-A PRO,5746,FALSE,15,2,2,2,1
397,MSI B450 TOMAHAWK MAX II,1606,FALSE,95,2,2,4,1
398,Asus PRIME B550M-A (WI-FI),1601,FALSE,95,2,3,3,1
399,MSI X470 GAMING PLUS MAX,1596,FALSE,95,1,4,1,2
400,Asus TUF GAMING X570-PLUS (WI-FI),5741,FALSE,15,1,3,4,2
401,MSI B450 TOMAHAWK MAX,1591,FALSE,95,1,4,2,2
402,Asus ROG STRIX B550-F GAMING (WI-FI),5766,FALSE,15,2,1,1,1
403,MSI MAG B550 TOMAHAWK,1586,FALSE,95,1,4,3,2
404,ASRock B450M Pro4,1581,FALSE,80,2,4,3,2
405,MSI Z490-A PRO,1576,FALSE,80,1,5,3,1
406,Asus ROG STRIX B550-A GAMING,1571,FALSE,80,2,5,2,1
407,MSI B550-A PRO,1326,FALSE,100,1,3,3,2
408,Asus ROG Strix X570-E Gaming,1321,FALSE,65,1,4,1,1
409,Gigabyte B450M DS3H V2,1311,FALSE,100,2,4,2,1
410,MSI MPG Z490 GAMING PLUS,1316,FALSE,65,1,5,2,2
411,Asus ROG STRIX B450-F GAMING,1306,FALSE,45,2,5,3,2
412,MSI B550M PRO-VDH WIFI,1301,FALSE,95,2,5,2,1
413,MSI MAG X570 TOMAHAWK WIFI,1296,FALSE,45,2,1,2,1
414,Asus ROG Crosshair VIII Dark Hero,1291,FALSE,45,1,3,1,2
415,Gigabyte B460M DS3H,5981,FALSE,65,1,3,4,1
416,MSI MPG Z490 GAMING EDGE WIFI,2071,FALSE,65,1,3,3,1
417,Gigabyte B450 I AORUS PRO WIFI,5986,FALSE,65,1,4,4,2
418,MSI MPG B550 GAMING EDGE WIFI,2076,FALSE,65,2,3,3,2
419,Asus ROG STRIX Z490-E GAMING,5996,FALSE,65,1,5,3,3
420,Asus ROG STRIX B550-F GAMING,2081,FALSE,65,1,5,1,2
421,Asus ROG STRIX Z590-E GAMING WIFI,5991,FALSE,65,1,4,4,2
422,Asus ROG Strix X570-I Gaming,1371,FALSE,95,1,4,2,1
423,Asus PRIME B560M-A,6001,FALSE,65,2,3,3,3
424,Asus ROG ZENITH II EXTREME ALPHA,6006,FALSE,65,1,2,1,3
425,MSI MPG B550 GAMING PLUS,1366,FALSE,95,1,3,1,3
426,Gigabyte X570 AORUS ELITE WIFI,5626,FALSE,45,1,3,1,2
427,ASRock B450 Steel Legend,1356,FALSE,95,2,5,4,2
428,Asus PRIME Z390-A,5631,FALSE,45,1,3,3,3
429,Asus PRIME Z490-A,1361,FALSE,95,2,3,2,2
430,Asus PRIME B460-PLUS,1351,FALSE,65,2,1,3,2
431,Gigabyte B550M DS3H,5531,FALSE,65,1,2,3,3
432,Gigabyte B450 AORUS ELITE V2,1346,FALSE,100,2,2,4,1
433,Gigabyte B550I AORUS PRO AX,1336,FALSE,65,1,3,1,3
434,Asus ROG STRIX B450-F GAMING II,5521,FALSE,65,2,4,1,2
435,Asus PRIME X570-PRO,1341,FALSE,100,1,3,3,2
436,Gigabyte X570 AORUS MASTER,1331,FALSE,65,1,2,4,3
437,Asus ROG Crosshair VIII Hero (WI-FI),5516,FALSE,65,2,5,3,3
438,MSI Z390-A PRO,1916,FALSE,45,2,4,4,3
439,Asus PRIME H410M-E,1566,FALSE,17,2,1,2,1
440,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1896,TRUE,140,1,5,2,3
441,MSI B450M BAZOOKA MAX WIFI,1891,TRUE,115,1,5,3,3
442,Asus ROG MAXIMUS XIII HERO,5636,FALSE,95,1,3,3,2
443,Asus TUF Gaming Z590-PLUS WIFI,1886,TRUE,115,1,3,4,3
444,Asus TUF GAMING B560M-PLUS WIFI,5661,FALSE,65,1,4,3,2
445,Asus TUF GAMING X570-PRO (WI-FI),1881,TRUE,115,1,4,3,2
446,Asus ROG STRIX B550-I GAMING,5676,FALSE,65,2,5,1,1
447,ASRock B550M Pro4,1876,TRUE,99,1,1,3,1
448,MSI B450M PRO-VDH MAX,5671,FALSE,65,1,3,1,1
449,MSI MAG B550M MORTAR WIFI,1871,TRUE,85,2,1,1,1
450,Asus PRIME A320M-K,5666,FALSE,65,1,4,4,3
451,Gigabyte B365M DS3H,1866,TRUE,115,2,3,3,2
452,Asus PRIME B460M-A,1861,TRUE,115,1,4,4,1
453,Gigabyte X570 I AORUS PRO WIFI,5641,FALSE,65,1,3,1,3
454,Gigabyte Z490 VISION G,1856,TRUE,99,2,2,4,1
455,MSI MPG X570 GAMING EDGE WIFI,5891,FALSE,19,1,1,2,2
456,Gigabyte B550 AORUS ELITE AX V2,5901,FALSE,100,2,2,1,2
457,Asus ROG STRIX B550-E GAMING,1851,FALSE,115,2,2,1,1
458,MSI B460M PRO-VDH WIFI,5896,FALSE,100,2,3,1,2
459,ASRock B450M-HDV R4.0,1846,FALSE,115,1,5,1,3
460,Asus TUF GAMING B550-PLUS (WI-FI),6111,FALSE,15,2,5,3,1
461,MSI B450 Gaming Plus MAX,1841,FALSE,115,2,1,1,1
462,ASRock B560M Pro4,6021,FALSE,25,1,5,3,2
463,Asus TUF GAMING B550-PLUS,1836,TRUE,140,2,2,2,3
464,Asus ROG Crosshair VIII Formula,8956,FALSE,35,1,1,1,3
465,ASRock B550 Phantom Gaming 4,1561,TRUE,140,1,2,2,3
466,Asus PRIME Z490-P,5886,FALSE,35,2,3,3,2
467,MSI MPG X570 GAMING PRO CARBON WIFI,8331,FALSE,35,2,1,4,3
468,Asus TUF GAMING B550M-PLUS (WI-FI),1831,TRUE,115,2,4,4,2
469,ASRock B560M-HDV,5881,FALSE,20,2,2,4,2
470,Asus PRIME B560-PLUS,5976,FALSE,65,2,5,4,3
471,Gigabyte X570 AORUS ELITE,1556,TRUE,115,1,3,1,3
472,Gigabyte B550 VISION D-P,8326,FALSE,35,2,1,1,3
473,MSI A320M-A PRO,8206,FALSE,35,1,3,3,3
474,MSI MPG X570 GAMING PLUS,6096,FALSE,25,1,3,1,2
475,Gigabyte Z390 AORUS PRO WIFI,1551,TRUE,115,1,4,2,2
476,MSI MEG X570 UNIFY,1546,TRUE,115,1,5,1,2
477,ASRock B450 Pro4,5836,FALSE,25,2,1,1,2
478,Gigabyte TRX40 AORUS XTREME,8201,FALSE,15,2,5,1,3
479,Gigabyte B550 AORUS PRO AC,1826,TRUE,85,1,5,1,2
480,Gigabyte B450 AORUS M,5831,FALSE,25,1,2,1,2
481,ASRock B450M Steel Legend,8211,FALSE,35,1,4,2,2
482,Gigabyte B560M DS3H,1541,TRUE,115,1,2,1,1
483,ASRock A320M-HDV R4.0,5911,FALSE,25,1,5,4,3
484,Gigabyte X570 AORUS XTREME,1821,TRUE,115,1,2,1,2
485,MSI B450-A PRO MAX,5906,FALSE,25,2,4,3,2
486,MSI B450 GAMING PRO CARBON MAX WIFI,1816,FALSE,115,2,1,3,2
487,ASRock B550M-ITX/ac,5951,FALSE,65,2,5,1,2
488,Asus ROG STRIX Z590-A GAMING WIFI,5966,FALSE,65,2,5,4,1
489,Asus ROG STRIX B560-A GAMING WIFI,5871,FALSE,15,2,3,2,3
490,Asus TUF GAMING B450M-PLUS II,1811,FALSE,115,2,2,4,3
491,MSI B560M PRO-VDH WIFI,5866,FALSE,15,2,2,2,3
492,Asus ROG Crosshair VIII Hero,1806,FALSE,115,2,4,1,2
493,MSI MPG B550 GAMING CARBON WIFI,5876,FALSE,15,1,5,3,2
494,NZXT N7 B550,1801,TRUE,140,2,2,3,1
495,Asus ROG Strix X570-F Gaming,1536,TRUE,115,2,1,4,2
496,MSI Z590-A PRO,1531,TRUE,85,2,5,2,3
497,MSI B450 TOMAHAWK MAX II,1526,FALSE,115,1,3,2,3
498,Asus PRIME B550M-A (WI-FI),1521,FALSE,85,2,2,4,3
499,MSI X470 GAMING PLUS MAX,6011,FALSE,65,1,1,1,1
500,Asus TUF GAMING X570-PLUS (WI-FI),1516,FALSE,95,1,2,3,3
501,MSI B450 TOMAHAWK MAX,1511,FALSE,65,2,1,3,2
502,Asus ROG STRIX B550-F GAMING (WI-FI),1506,FALSE,40,1,5,1,1
503,MSI MAG B550 TOMAHAWK,1501,FALSE,95,2,3,3,1
504,ASRock B450M Pro4,1496,FALSE,95,1,3,2,1
505,MSI Z490-A PRO,1491,FALSE,65,2,1,3,3
506,Asus ROG STRIX B550-A GAMING,5971,FALSE,10,1,5,4,3
507,MSI B550-A PRO,5861,FALSE,3.95,1,5,2,1
508,Asus ROG Strix X570-E Gaming,1486,FALSE,35,2,4,1,2
509,Gigabyte B450M DS3H V2,1796,FALSE,95,2,4,3,1
510,MSI MPG Z490 GAMING PLUS,5856,FALSE,10,2,5,4,2
511,Asus ROG STRIX B450-F GAMING,1791,FALSE,95,2,1,4,1
512,MSI B550M PRO-VDH WIFI,1786,FALSE,65,2,4,3,2
513,MSI MAG X570 TOMAHAWK WIFI,5851,FALSE,15,1,2,1,1
514,Asus ROG Crosshair VIII Dark Hero,1781,FALSE,65,2,1,3,1
515,Gigabyte B460M DS3H,5846,FALSE,9,1,3,2,2
516,MSI MPG Z490 GAMING EDGE WIFI,1776,FALSE,35,2,4,3,3
517,Gigabyte B450 I AORUS PRO WIFI,5841,FALSE,9,1,4,2,1
518,MSI MPG B550 GAMING EDGE WIFI,1771,FALSE,95,2,1,3,3
519,Asus ROG STRIX Z490-E GAMING,1766,FALSE,95,1,1,3,2
520,Asus ROG STRIX B550-F GAMING,6016,FALSE,65,1,4,1,3
521,Asus ROG STRIX Z590-E GAMING WIFI,1761,FALSE,95,1,5,2,3
522,Asus ROG Strix X570-I Gaming,1756,FALSE,65,1,5,1,2
523,Asus PRIME B560M-A,1751,FALSE,65,1,5,1,2
524,Asus ROG ZENITH II EXTREME ALPHA,1746,FALSE,95,1,4,4,3
525,MSI MPG B550 GAMING PLUS,1741,FALSE,65,2,4,3,1
526,Gigabyte X570 AORUS ELITE WIFI,1736,FALSE,65,2,4,1,1
527,ASRock B450 Steel Legend,1731,FALSE,45,2,2,4,2
528,Asus PRIME Z390-A,1726,FALSE,25,2,1,2,2
529,Asus PRIME Z490-A,1721,FALSE,65,1,1,2,1
530,Asus PRIME B460-PLUS,1716,FALSE,45,1,5,1,1
531,Gigabyte B550M DS3H,1266,FALSE,25,2,4,1,3
532,Gigabyte B450 AORUS ELITE V2,1711,FALSE,45,1,5,2,1
533,Gigabyte B550I AORUS PRO AX,5656,FALSE,22,1,3,2,3
534,Asus ROG STRIX B450-F GAMING II,1706,FALSE,35,1,2,3,1
535,Asus PRIME X570-PRO,1701,FALSE,31,2,1,4,3
536,Gigabyte X570 AORUS MASTER,1696,FALSE,31,2,2,1,1
537,Asus ROG Crosshair VIII Hero (WI-FI),1921,FALSE,31,2,3,1,2
538,MSI Z390-A PRO,1216,FALSE,65,2,2,3,2
539,Asus PRIME H410M-E,1216,FALSE,65,2,4,2,1
540,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,1,1,1,1
541,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,2,3,1,1
542,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,2,3,2,3
543,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,1,2,3,2
544,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,1,3,2,3
545,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,2,1,2,2
546,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,1,4,2,1
547,ASRock B550M Pro4,1216,FALSE,65,2,4,2,2
548,MSI B450M PRO-VDH MAX,1216,FALSE,65,1,3,1,3
549,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,2,4,4,3
550,Asus PRIME A320M-K,1216,FALSE,65,2,2,2,1
551,Gigabyte B365M DS3H,1216,FALSE,65,1,3,4,2
552,Asus PRIME B460M-A,1216,FALSE,65,2,5,2,1
553,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,1,3,1,2
554,Gigabyte Z490 VISION G,1216,FALSE,65,1,5,2,2
555,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,2,1,4,2
556,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,1,4,1,1
557,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,2,2,2,2
558,MSI B460M PRO-VDH WIFI,1216,FALSE,65,2,4,2,2
559,ASRock B450M-HDV R4.0,1216,FALSE,65,2,4,1,1
560,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,1,3,4,2
561,MSI B450 Gaming Plus MAX,1216,FALSE,65,2,2,3,3
562,ASRock B560M Pro4,1216,FALSE,65,1,3,1,1
563,Asus TUF GAMING B550-PLUS,1216,FALSE,65,2,5,2,2
564,Asus ROG Crosshair VIII Formula,1216,FALSE,65,1,3,3,1
565,ASRock B550 Phantom Gaming 4,1216,FALSE,65,2,5,1,3
566,Asus PRIME Z490-P,1216,FALSE,65,2,2,2,3
567,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,2,5,3,3
568,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,1,4,1,1
569,ASRock B560M-HDV,1216,FALSE,65,1,4,1,3
570,Asus PRIME B560-PLUS,1216,FALSE,65,2,2,4,1
571,Gigabyte X570 AORUS ELITE,1216,FALSE,65,2,5,4,3
572,Gigabyte B550 VISION D-P,1216,FALSE,65,2,1,1,1
573,MSI A320M-A PRO,1216,FALSE,65,2,5,1,2
574,MSI MPG X570 GAMING PLUS,1216,FALSE,65,2,4,3,1
575,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,2,5,1,2
576,MSI MEG X570 UNIFY,1216,FALSE,65,2,4,2,1
577,ASRock B450 Pro4,1216,FALSE,65,1,5,2,3
578,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,1,4,1,3
579,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,1,4,4,3
580,Gigabyte B450 AORUS M,1216,FALSE,65,1,2,3,2
581,ASRock B450M Steel Legend,1216,FALSE,65,2,5,3,1
582,Gigabyte B560M DS3H,1216,FALSE,65,1,2,3,3
583,ASRock A320M-HDV R4.0,1216,FALSE,65,1,5,4,2
584,Gigabyte X570 AORUS XTREME,1216,FALSE,65,1,1,3,1
585,MSI B450-A PRO MAX,1216,FALSE,65,1,3,4,3
586,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,1,1,2,3
587,ASRock B550M-ITX/ac,1216,FALSE,65,1,5,1,1
588,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,2,5,2,2
589,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,1,2,1,1
590,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,1,4,1,3
591,MSI B560M PRO-VDH WIFI,1216,FALSE,65,2,2,3,1
592,Asus ROG Crosshair VIII Hero,1216,FALSE,65,1,4,4,3
593,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,2,4,1,3
594,NZXT N7 B550,1216,FALSE,65,2,3,2,1
595,Asus ROG Strix X570-F Gaming,1216,FALSE,65,1,1,2,2
596,MSI Z590-A PRO,1216,FALSE,65,2,2,2,2
597,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,1,2,3,3
598,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,1,2,2,3
599,MSI X470 GAMING PLUS MAX,1216,FALSE,65,1,4,1,1
600,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,2,2,1,3
601,MSI B450 TOMAHAWK MAX,1216,FALSE,65,2,2,3,2
602,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,1,5,1,3
603,MSI MAG B550 TOMAHAWK,1216,FALSE,65,2,5,4,2
604,ASRock B450M Pro4,1216,FALSE,65,2,3,3,3
605,MSI Z490-A PRO,1216,FALSE,65,1,1,3,3
606,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,1,1,2,1
607,MSI B550-A PRO,1216,FALSE,65,1,1,1,2
608,Asus ROG Strix X570-E Gaming,1216,FALSE,65,2,2,1,1
609,Gigabyte B450M DS3H V2,1216,FALSE,65,1,1,1,3
610,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,1,2,1,2
611,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,1,5,2,2
612,MSI B550M PRO-VDH WIFI,1216,FALSE,65,1,2,4,3
613,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,1,5,4,3
614,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,2,4,2,3
615,Gigabyte B460M DS3H,1216,FALSE,65,2,5,4,3
616,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,2,1,4,3
617,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,2,3,3,1
618,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,2,1,3,1
619,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,2,3,1,1
620,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,2,5,3,3
621,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,1,1,3,3
622,Asus ROG Strix X570-I Gaming,1216,FALSE,65,2,3,1,3
623,Asus PRIME B560M-A,1216,FALSE,65,1,2,4,3
624,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,1,3,1,3
625,MSI MPG B550 GAMING PLUS,1216,FALSE,65,1,1,3,1
626,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,2,3,3,3
627,ASRock B450 Steel Legend,1216,FALSE,65,2,5,2,1
628,Asus PRIME Z390-A,1216,FALSE,65,2,1,4,1
629,Asus PRIME Z490-A,1216,FALSE,65,1,3,4,3
630,Asus PRIME B460-PLUS,1216,FALSE,65,1,4,4,1
631,Gigabyte B550M DS3H,1216,FALSE,65,2,4,2,3
632,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,2,4,2,2
633,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,2,2,2,2
634,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,1,2,4,2
635,Asus PRIME X570-PRO,1216,FALSE,65,1,4,1,1
636,Gigabyte X570 AORUS MASTER,1216,FALSE,65,1,2,4,2
637,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,2,1,2,2
638,MSI Z390-A PRO,1216,FALSE,65,1,1,3,1
639,Asus PRIME H410M-E,1216,FALSE,65,1,4,2,3
640,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,1,5,2,2
641,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,2,2,4,3
642,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,2,1,1,3
643,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,1,3,4,1
644,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,2,3,2,1
645,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,1,1,3,2
646,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,2,2,1,2
647,ASRock B550M Pro4,1216,FALSE,65,1,2,1,3
648,MSI B450M PRO-VDH MAX,1216,FALSE,65,1,1,3,3
649,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,1,1,2,1
650,Asus PRIME A320M-K,1216,FALSE,65,2,4,3,2
651,Gigabyte B365M DS3H,1216,FALSE,65,2,4,4,1
652,Asus PRIME B460M-A,1216,FALSE,65,1,3,3,1
653,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,1,2,2,2
654,Gigabyte Z490 VISION G,1216,FALSE,65,1,2,3,2
655,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,1,3,2,1
656,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,1,4,4,3
657,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,1,2,4,3
658,MSI B460M PRO-VDH WIFI,1216,FALSE,65,2,5,4,3
659,ASRock B450M-HDV R4.0,1216,FALSE,65,2,3,1,2
660,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,2,5,2,2
661,MSI B450 Gaming Plus MAX,1216,FALSE,65,1,3,3,1
662,ASRock B560M Pro4,1216,FALSE,65,2,3,3,2
663,Asus TUF GAMING B550-PLUS,1216,FALSE,65,1,4,1,3
664,Asus ROG Crosshair VIII Formula,1216,FALSE,65,2,2,2,2
665,ASRock B550 Phantom Gaming 4,1216,FALSE,65,1,3,4,1
666,Asus PRIME Z490-P,1216,FALSE,65,1,2,2,2
667,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,2,1,3,3
668,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,2,5,2,3
669,ASRock B560M-HDV,1216,FALSE,65,2,3,1,1
670,Asus PRIME B560-PLUS,1216,FALSE,65,1,4,4,1
671,Gigabyte X570 AORUS ELITE,1216,FALSE,65,2,1,2,1
672,Gigabyte B550 VISION D-P,1216,FALSE,65,1,5,2,2
673,MSI A320M-A PRO,1216,FALSE,65,2,5,1,1
674,MSI MPG X570 GAMING PLUS,1216,FALSE,65,2,3,3,3
675,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,1,4,1,3
676,MSI MEG X570 UNIFY,1216,FALSE,65,2,2,1,2
677,ASRock B450 Pro4,1216,FALSE,65,2,5,1,1
678,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,2,4,2,2
679,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,2,4,1,2
680,Gigabyte B450 AORUS M,1216,FALSE,65,2,4,3,1
681,ASRock B450M Steel Legend,1216,FALSE,65,1,1,4,3
682,Gigabyte B560M DS3H,1216,FALSE,65,1,5,2,1
683,ASRock A320M-HDV R4.0,1216,FALSE,65,1,1,1,2
684,Gigabyte X570 AORUS XTREME,1216,FALSE,65,2,5,3,3
685,MSI B450-A PRO MAX,1216,FALSE,65,1,4,2,2
686,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,2,1,2,2
687,ASRock B550M-ITX/ac,1216,FALSE,65,1,1,4,1
688,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,1,5,1,2
689,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,2,3,4,2
690,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,2,2,4,1
691,MSI B560M PRO-VDH WIFI,1216,FALSE,65,1,3,3,2
692,Asus ROG Crosshair VIII Hero,1216,FALSE,65,1,3,3,1
693,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,2,4,4,3
694,NZXT N7 B550,1216,FALSE,65,2,1,3,1
695,Asus ROG Strix X570-F Gaming,1216,FALSE,65,2,1,3,3
696,MSI Z590-A PRO,1216,FALSE,65,2,4,4,2
697,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,1,3,3,2
698,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,1,2,1,2
699,MSI X470 GAMING PLUS MAX,1216,FALSE,65,2,3,2,2
700,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,2,1,1,1
701,MSI B450 TOMAHAWK MAX,1216,FALSE,65,2,3,1,1
702,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,1,3,3,1
703,MSI MAG B550 TOMAHAWK,1216,FALSE,65,2,2,4,1
704,ASRock B450M Pro4,1216,FALSE,65,2,4,1,2
705,MSI Z490-A PRO,1216,FALSE,65,2,5,2,3
706,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,2,5,4,1
707,MSI B550-A PRO,1216,FALSE,65,1,1,2,2
708,Asus ROG Strix X570-E Gaming,1216,FALSE,65,1,5,3,3
709,Gigabyte B450M DS3H V2,1216,FALSE,65,1,2,1,2
710,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,2,1,1,2
711,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,1,1,3,1
712,MSI B550M PRO-VDH WIFI,1216,FALSE,65,1,2,2,3
713,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,1,2,3,2
714,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,1,4,4,2
715,Gigabyte B460M DS3H,1216,FALSE,65,2,5,2,1
716,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,2,3,3,1
717,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,2,1,2,2
718,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,1,3,3,2
719,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,2,2,1,1
720,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,1,1,2,3
721,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,2,2,2,1
722,Asus ROG Strix X570-I Gaming,1216,FALSE,65,2,5,3,1
723,Asus PRIME B560M-A,1216,FALSE,65,2,2,4,3
724,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,1,5,4,2
725,MSI MPG B550 GAMING PLUS,1216,FALSE,65,2,4,3,1
726,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,2,2,1,3
727,ASRock B450 Steel Legend,1216,FALSE,65,1,1,4,3
728,Asus PRIME Z390-A,1216,FALSE,65,1,2,1,2
729,Asus PRIME Z490-A,1216,FALSE,65,2,1,1,2
730,Asus PRIME B460-PLUS,1216,FALSE,65,1,2,2,2
731,Gigabyte B550M DS3H,1216,FALSE,65,1,5,2,1
